,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,Point_o,origin_x,origin_y,Point_d,destination_x,destination_y
898,7014642383,46452951,2020-10-29 14:43:52,,0 days 01:17:57.000000000,2020-10-29 16:01:49,,4677,898,POINT (4.9152236 52.361485),4.9152236,52.361485,POINT (4.8843333 52.3859685),4.8843333,52.3859685
345,46447126,154528006,2020-10-29 14:43:58,,0 days 00:30:34.000000000,2020-10-29 15:14:32,,1834,345,POINT (4.8890999 52.3845595),4.8890999,52.3845595,POINT (4.8774917 52.3752836),4.8774917,52.3752836
972,4489285115,2020569045,2020-10-29 14:44:00,,0 days 01:13:28.000000000,2020-10-29 15:57:28,,4408,972,POINT (4.9069113 52.367527),4.9069113,52.367527,POINT (4.880202 52.373278),4.880202,52.373278
916,46373209,2300790711,2020-10-29 14:44:04,,0 days 00:28:33.000000000,2020-10-29 15:12:37,,1713,916,POINT (4.8823589 52.3689188),4.8823589,52.3689188,POINT (4.8789709 52.3783635),4.8789709,52.3783635
744,46275499,46362707,2020-10-29 14:44:09,,0 days 01:02:16.000000000,2020-10-29 15:46:25,,3736,744,POINT (4.9028669 52.346082),4.9028669,52.346082,POINT (4.8821959 52.3665568),4.8821959,52.3665568
599,4053664514,271391421,2020-10-29 14:44:12,,0 days 01:53:40.000000000,2020-10-29 16:37:52,,6820,599,POINT (4.8324182 52.3500201),4.8324182,52.3500201,POINT (4.8907506 52.3714896),4.8907506,52.3714896
885,3296689779,46365718,2020-10-29 14:44:13,,0 days 00:15:23.000000000,2020-10-29 14:59:36,,923,885,POINT (4.8845255 52.3613228),4.8845255,52.3613228,POINT (4.8768696 52.3672622),4.8768696,52.3672622
871,46272737,2311109603,2020-10-29 14:44:18,,0 days 00:45:59.000000000,2020-10-29 15:30:17,,2759,871,POINT (4.8754172 52.3454977),4.8754172,52.3454977,POINT (4.8733882 52.3653925),4.8733882,52.3653925
454,46426083,4625767491,2020-10-29 14:44:22,,0 days 01:00:46.000000000,2020-10-29 15:45:08,,3646,454,POINT (4.8341325 52.3798368),4.8341325,52.3798368,POINT (4.871805 52.3793529),4.871805,52.3793529
335,46341565,46346389,2020-10-29 14:44:26,,0 days 00:08:05.000000000,2020-10-29 14:52:31,,485,335,POINT (4.8741409 52.3614095),4.8741409,52.3614095,POINT (4.8780904 52.3625065),4.8780904,52.3625065
471,46202518,46426305,2020-10-29 14:44:27,,0 days 01:53:07.000000000,2020-10-29 16:37:34,,6787,471,POINT (4.88569 52.33077),4.88569,52.33077,POINT (4.8952166 52.3801147),4.8952166,52.3801147
297,3604880330,46380090,2020-10-29 14:44:28,,0 days 02:56:03.000000000,2020-10-29 17:40:31,,10563,297,POINT (4.8859837 52.4090466),4.8859837,52.4090466,POINT (4.8722102 52.3702867),4.8722102,52.3702867
615,4720895756,46380960,2020-10-29 14:44:30,,0 days 01:39:55.000000000,2020-10-29 16:24:25,,5995,615,POINT (4.870624 52.3355258),4.870624,52.3355258,POINT (4.8306931 52.3703451),4.8306931,52.3703451
440,46427136,2311101523,2020-10-29 14:44:35,,0 days 00:58:12.000000000,2020-10-29 15:42:47,,3492,440,POINT (4.8352969 52.3800695),4.8352969,52.3800695,POINT (4.8705375 52.3667295),4.8705375,52.3667295
16,1769327763,2020569050,2020-10-29 14:44:35,,0 days 01:45:07.000000000,2020-10-29 16:29:42,,6307,16,POINT (4.8242404 52.3514201),4.8242404,52.3514201,POINT (4.8892036 52.3732832),4.8892036,52.3732832
351,666211913,297096665,2020-10-29 14:44:37,,0 days 00:30:56.000000000,2020-10-29 15:15:33,,1856,351,POINT (4.8319553 52.3793785),4.8319553,52.3793785,POINT (4.8567967 52.3790951),4.8567967,52.3790951
1000,2296492684,46413374,2020-10-29 14:44:44,,0 days 00:37:15.000000000,2020-10-29 15:21:59,,2235,1000,POINT (4.8685841 52.3727143),4.8685841,52.3727143,POINT (4.8516779 52.3772868),4.8516779,52.3772868
20,46339354,46350186,2020-10-29 14:44:45,,0 days 01:18:52.000000000,2020-10-29 16:03:37,,4732,20,POINT (4.9286377 52.3608908),4.9286377,52.3608908,POINT (4.8813808 52.3634066),4.8813808,52.3634066
602,5350692545,3361630313,2020-10-29 14:44:46,,0 days 01:47:53.000000000,2020-10-29 16:32:39,,6473,602,POINT (4.8679131 52.355027),4.8679131,52.355027,POINT (4.9142634 52.3766214),4.9142634,52.3766214
809,46198612,2047973302,2020-10-29 14:44:48,,0 days 02:03:47.000000000,2020-10-29 16:48:35,,7427,809,POINT (4.8871228 52.3298379),4.8871228,52.3298379,POINT (4.8867253 52.3838042),4.8867253,52.3838042
442,46384717,475361688,2020-10-29 14:44:49,,0 days 01:15:55.000000000,2020-10-29 16:00:44,,4555,442,POINT (4.8596162 52.3715369),4.8596162,52.3715369,POINT (4.8785897 52.3962625),4.8785897,52.3962625
508,46514542,46426217,2020-10-29 14:44:52,,0 days 01:28:34.000000000,2020-10-29 16:13:26,,5314,508,POINT (4.8437495 52.4037668),4.8437495,52.4037668,POINT (4.882546 52.3799699),4.882546,52.3799699
269,46396602,46424043,2020-10-29 14:44:52,,0 days 00:21:05.000000000,2020-10-29 15:05:57,,1265,269,POINT (4.8796264 52.3737526),4.8796264,52.3737526,POINT (4.8738207 52.3795795),4.8738207,52.3795795
745,3907282476,330201788,2020-10-29 14:44:52,,0 days 00:37:34.000000000,2020-10-29 15:22:26,,2254,745,POINT (4.8617853 52.3797753),4.8617853,52.3797753,POINT (4.8637014 52.3678895),4.8637014,52.3678895
53,46257961,46279693,2020-10-29 14:44:53,,0 days 00:39:01.000000000,2020-10-29 15:23:54,,2341,53,POINT (4.8972497 52.3423478),4.8972497,52.3423478,POINT (4.8722875 52.3470416),4.8722875,52.3470416
502,3923400537,46346658,2020-10-29 14:44:59,,0 days 00:48:36.000000000,2020-10-29 15:33:35,,2916,502,POINT (4.8384592 52.3590887),4.8384592,52.3590887,POINT (4.8688776 52.3625459),4.8688776,52.3625459
658,46271531,46370255,2020-10-29 14:45:01,,0 days 00:54:39.000000000,2020-10-29 15:39:40,,3279,658,POINT (4.875497 52.3452844),4.875497,52.3452844,POINT (4.8682913 52.3682543),4.8682913,52.3682543
783,297095268,974691771,2020-10-29 14:45:02,,0 days 00:39:27.000000000,2020-10-29 15:24:29,,2367,783,POINT (4.8653396 52.3700852),4.8653396,52.3700852,POINT (4.8838323 52.3853978),4.8838323,52.3853978
404,46343790,46375128,2020-10-29 14:45:03,,0 days 00:49:11.000000000,2020-10-29 15:34:14,,2951,404,POINT (4.826083 52.3617933),4.826083,52.3617933,POINT (4.8525023 52.3692874),4.8525023,52.3692874
195,46444706,46334874,2020-10-29 14:45:05,,0 days 01:18:10.000000000,2020-10-29 16:03:15,,4690,195,POINT (4.8554989 52.3840468),4.8554989,52.3840468,POINT (4.8893089 52.3599618),4.8893089,52.3599618
146,3412535141,4624053878,2020-10-29 14:45:05,,0 days 00:47:24.000000000,2020-10-29 15:32:29,,2844,146,POINT (4.8923096 52.3636883),4.8923096,52.3636883,POINT (4.8674007 52.375824),4.8674007,52.375824
913,46266234,3301117463,2020-10-29 14:45:06,,0 days 01:09:11.000000000,2020-10-29 15:54:17,,4151,913,POINT (4.8638005 52.3441451),4.8638005,52.3441451,POINT (4.8783468 52.3688641),4.8783468,52.3688641
92,46390927,1587126027,2020-10-29 14:45:07,,0 days 01:25:18.000000000,2020-10-29 16:10:25,,5118,92,POINT (4.9237431 52.3725401),4.9237431,52.3725401,POINT (4.8751359 52.374151),4.8751359,52.374151
370,46380482,2344386453,2020-10-29 14:45:07,,0 days 00:40:52.000000000,2020-10-29 15:25:59,,2452,370,POINT (4.8843873 52.3703696),4.8843873,52.3703696,POINT (4.8595037 52.3647812),4.8595037,52.3647812
550,2094064399,6316199,2020-10-29 14:45:09,,0 days 01:17:57.000000000,2020-10-29 16:03:06,,4677,550,POINT (4.8906014 52.3415769),4.8906014,52.3415769,POINT (4.8883961 52.3701725),4.8883961,52.3701725
907,480676650,5832869154,2020-10-29 14:45:10,,0 days 01:55:21.000000000,2020-10-29 16:40:31,,6921,907,POINT (4.952828 52.3560589),4.952828,52.3560589,POINT (4.8762838 52.3683669),4.8762838,52.3683669
411,1150816359,46400968,2020-10-29 14:45:11,,0 days 01:19:39.000000000,2020-10-29 16:04:50,,4779,411,POINT (4.8520358 52.3510393),4.8520358,52.3510393,POINT (4.8875885 52.3747098),4.8875885,52.3747098
675,5509436140,46425658,2020-10-29 14:45:17,,0 days 01:48:58.000000000,2020-10-29 16:34:15,,6538,675,POINT (4.918877 52.3452053),4.918877,52.3452053,POINT (4.8741313 52.3799265),4.8741313,52.3799265
89,4502050366,46420465,2020-10-29 14:45:20,,0 days 01:14:55.000000000,2020-10-29 16:00:15,,4495,89,POINT (4.8382643 52.361048),4.8382643,52.361048,POINT (4.8808968 52.3787873),4.8808968,52.3787873
801,1291616898,2020569181,2020-10-29 14:45:20,,0 days 01:01:25.000000000,2020-10-29 15:46:45,,3685,801,POINT (4.903015 52.3725203),4.903015,52.3725203,POINT (4.8762174 52.3740386),4.8762174,52.3740386
591,46413078,3185290447,2020-10-29 14:45:26,,0 days 00:15:13.000000000,2020-10-29 15:00:39,,913,591,POINT (4.8851283 52.3772404),4.8851283,52.3772404,POINT (4.8758661 52.3722814),4.8758661,52.3722814
712,46312226,1222424063,2020-10-29 14:45:26,,0 days 01:11:42.000000000,2020-10-29 15:57:08,,4302,712,POINT (4.8808918 52.3547529),4.8808918,52.3547529,POINT (4.8842055 52.3843286),4.8842055,52.3843286
435,46439130,1029673119,2020-10-29 14:45:26,,0 days 00:16:43.000000000,2020-10-29 15:02:09,,1003,435,POINT (4.8802563 52.3827099),4.8802563,52.3827099,POINT (4.8849868 52.3907674),4.8849868,52.3907674
368,46280150,2300344136,2020-10-29 14:45:27,,0 days 02:10:43.000000000,2020-10-29 16:56:10,,7843,368,POINT (4.8179363 52.347136),4.8179363,52.347136,POINT (4.8866398 52.378842),4.8866398,52.378842
893,46333299,2308176060,2020-10-29 14:45:37,,0 days 01:09:12.000000000,2020-10-29 15:54:49,,4152,893,POINT (4.8261432 52.3594603),4.8261432,52.3594603,POINT (4.8705674 52.371053),4.8705674,52.371053
636,1150816359,46436908,2020-10-29 14:45:38,,0 days 01:28:06.000000000,2020-10-29 16:13:44,,5286,636,POINT (4.8520358 52.3510393),4.8520358,52.3510393,POINT (4.8850312 52.3822114),4.8850312,52.3822114
264,4425924631,722976569,2020-10-29 14:45:40,,0 days 00:53:54.000000000,2020-10-29 15:39:34,,3234,264,POINT (4.8403002 52.3681287),4.8403002,52.3681287,POINT (4.8754005 52.3627128),4.8754005,52.3627128
528,46409286,46419987,2020-10-29 14:45:45,,0 days 01:12:32.000000000,2020-10-29 15:58:17,,4352,528,POINT (4.8073954 52.3763385),4.8073954,52.3763385,POINT (4.8592823 52.3787013),4.8592823,52.3787013
123,46275499,46306844,2020-10-29 14:45:46,,0 days 01:34:53.000000000,2020-10-29 16:20:39,,5693,123,POINT (4.9028669 52.346082),4.9028669,52.346082,POINT (4.8305687 52.3535554),4.8305687,52.3535554
595,46281526,452003283,2020-10-29 14:45:49,,0 days 01:47:18.000000000,2020-10-29 16:33:07,,6438,595,POINT (4.9364067 52.3475423),4.9364067,52.3475423,POINT (4.8856667 52.3754298),4.8856667,52.3754298
794,46336296,3177724788,2020-10-29 14:45:49,,0 days 00:51:56.000000000,2020-10-29 15:37:45,,3116,794,POINT (4.8656057 52.360237),4.8656057,52.360237,POINT (4.8902955 52.3716318),4.8902955,52.3716318
491,29529317,46376972,2020-10-29 14:45:52,,0 days 01:22:46.000000000,2020-10-29 16:08:38,,4966,491,POINT (4.9322833 52.3661088),4.9322833,52.3661088,POINT (4.8805935 52.369657),4.8805935,52.369657
438,46444710,5110965747,2020-10-29 14:45:57,,0 days 00:25:26.000000000,2020-10-29 15:11:23,,1526,438,POINT (4.8837562 52.3840268),4.8837562,52.3840268,POINT (4.8808565 52.3913749),4.8808565,52.3913749
316,291130803,46420751,2020-10-29 14:46:04,,0 days 00:24:57.000000000,2020-10-29 15:11:01,,1497,316,POINT (4.8689724 52.3699772),4.8689724,52.3699772,POINT (4.8812796 52.3788327),4.8812796,52.3788327
567,46263141,1587126027,2020-10-29 14:46:08,,0 days 01:27:55.000000000,2020-10-29 16:14:03,,5275,567,POINT (4.8433038 52.3433541),4.8433038,52.3433541,POINT (4.8751359 52.374151),4.8751359,52.374151
581,46308193,46369368,2020-10-29 14:46:10,,0 days 01:25:37.000000000,2020-10-29 16:11:47,,5137,581,POINT (4.8267807 52.3538945),4.8267807,52.3538945,POINT (4.8797423 52.3680835),4.8797423,52.3680835
322,46301664,2311111652,2020-10-29 14:46:12,,0 days 00:58:19.000000000,2020-10-29 15:44:31,,3499,322,POINT (4.9045295 52.3524444),4.9045295,52.3524444,POINT (4.8739865 52.3664657),4.8739865,52.3664657
291,46378179,2308176060,2020-10-29 14:46:14,,0 days 00:25:39.000000000,2020-10-29 15:11:53,,1539,291,POINT (4.8492831 52.369888),4.8492831,52.369888,POINT (4.8705674 52.371053),4.8705674,52.371053
122,46389674,46376831,2020-10-29 14:46:16,,0 days 00:19:37.000000000,2020-10-29 15:05:53,,1177,122,POINT (4.8851722 52.3723419),4.8851722,52.3723419,POINT (4.8736855 52.3696151),4.8736855,52.3696151
388,46281123,46347893,2020-10-29 14:46:19,,0 days 00:41:53.000000000,2020-10-29 15:28:12,,2513,388,POINT (4.9080499 52.3474298),4.9080499,52.3474298,POINT (4.901985 52.3628279),4.901985,52.3628279
134,46284447,2337049929,2020-10-29 14:46:29,,0 days 02:00:06.000000000,2020-10-29 16:46:35,,7206,134,POINT (4.9329556 52.348307),4.9329556,52.348307,POINT (4.8626877 52.3751832),4.8626877,52.3751832
573,46420466,46380093,2020-10-29 14:46:36,,0 days 00:23:58.000000000,2020-10-29 15:10:34,,1438,573,POINT (4.8936705 52.3788021),4.8936705,52.3788021,POINT (4.882463 52.3702527),4.882463,52.3702527
356,46317182,3176714954,2020-10-29 14:46:43,,0 days 01:22:57.000000000,2020-10-29 16:09:40,,4977,356,POINT (4.9254862 52.3558584),4.9254862,52.3558584,POINT (4.8877531 52.3748899),4.8877531,52.3748899
749,1978350904,539179296,2020-10-29 14:46:46,,0 days 01:08:42.000000000,2020-10-29 15:55:28,,4122,749,POINT (4.8702772 52.3559031),4.8702772,52.3559031,POINT (4.8916959 52.3813374),4.8916959,52.3813374
966,46410764,46479876,2020-10-29 14:46:48,,0 days 01:46:39.000000000,2020-10-29 16:33:27,,6399,966,POINT (4.8221739 52.3766764),4.8221739,52.3766764,POINT (4.8715733 52.3922173),4.8715733,52.3922173
427,298098406,46407865,2020-10-29 14:46:49,,0 days 01:31:21.000000000,2020-10-29 16:18:10,,5481,427,POINT (4.8561567 52.3450548),4.8561567,52.3450548,POINT (4.8194081 52.3759885),4.8194081,52.3759885
128,46261833,46432875,2020-10-29 14:46:52,,0 days 02:33:21.000000000,2020-10-29 17:20:13,,9201,128,POINT (4.7957746 52.3430789),4.7957746,52.3430789,POINT (4.885394 52.3813644),4.885394,52.3813644
699,46438434,46363900,2020-10-29 14:46:53,,0 days 00:37:00.000000000,2020-10-29 15:23:53,,2220,699,POINT (4.8832756 52.3825691),4.8832756,52.3825691,POINT (4.8852281 52.3668956),4.8852281,52.3668956
273,6932957826,4525002389,2020-10-29 14:46:58,,0 days 00:23:43.000000000,2020-10-29 15:10:41,,1423,273,POINT (4.9002392 52.3560879),4.9002392,52.3560879,POINT (4.9110469 52.362289),4.9110469,52.362289
513,1783790826,46427763,2020-10-29 14:47:06,,0 days 02:11:58.000000000,2020-10-29 16:59:04,,7918,513,POINT (4.948093 52.400984),4.948093,52.400984,POINT (4.8932481 52.3803015),4.8932481,52.3803015
139,46317711,46391524,2020-10-29 14:47:07,,0 days 01:06:46.000000000,2020-10-29 15:53:53,,4006,139,POINT (4.8126234 52.3558899),4.8126234,52.3558899,POINT (4.8466713 52.372617),4.8466713,52.372617
538,46359888,46198141,2020-10-29 14:47:19,,0 days 02:16:02.000000000,2020-10-29 17:03:21,,8162,538,POINT (4.9478588 52.3659054),4.9478588,52.3659054,POINT (4.8732792 52.3297694),4.8732792,52.3297694
495,2882580890,6206420404,2020-10-29 14:47:21,,0 days 01:35:03.000000000,2020-10-29 16:22:24,,5703,495,POINT (4.9201732 52.3349349),4.9201732,52.3349349,POINT (4.8785987 52.3643893),4.8785987,52.3643893
873,4239785901,46401453,2020-10-29 14:47:22,,0 days 02:49:21.000000000,2020-10-29 17:36:43,,10161,873,POINT (4.9560771 52.3951791),4.9560771,52.3951791,POINT (4.8720193 52.3748465),4.8720193,52.3748465
252,1976839592,1587126027,2020-10-29 14:47:23,,0 days 00:47:51.000000000,2020-10-29 15:35:14,,2871,252,POINT (4.8806429 52.352059),4.8806429,52.352059,POINT (4.8751359 52.374151),4.8751359,52.374151
239,46310389,46415641,2020-10-29 14:47:28,,0 days 01:22:24.000000000,2020-10-29 16:09:52,,4944,239,POINT (4.8486168 52.3543392),4.8486168,52.3543392,POINT (4.8856272 52.3777434),4.8856272,52.3777434
971,46303695,46356515,2020-10-29 14:47:41,,0 days 01:09:56.000000000,2020-10-29 15:57:37,,4196,971,POINT (4.8255452 52.3528726),4.8255452,52.3528726,POINT (4.8658884 52.3649523),4.8658884,52.3649523
843,1435334715,46412243,2020-10-29 14:47:42,,0 days 00:04:49.000000000,2020-10-29 14:52:31,,289,843,POINT (4.8625436 52.3757933),4.8625436,52.3757933,POINT (4.8607762 52.3771199),4.8607762,52.3771199
171,46373209,46407881,2020-10-29 14:47:46,,0 days 00:17:20.000000000,2020-10-29 15:05:06,,1040,171,POINT (4.8823589 52.3689188),4.8823589,52.3689188,POINT (4.8824608 52.376113),4.8824608,52.376113
87,46311681,46402974,2020-10-29 14:47:47,,0 days 01:00:20.000000000,2020-10-29 15:48:07,,3620,87,POINT (4.8657151 52.35459),4.8657151,52.35459,POINT (4.8831752 52.3751095),4.8831752,52.3751095
447,46269467,46363868,2020-10-29 14:47:48,,0 days 01:03:37.000000000,2020-10-29 15:51:25,,3817,447,POINT (4.8598856 52.3448958),4.8598856,52.3448958,POINT (4.8770358 52.3668194),4.8770358,52.3668194
91,3546012193,46380094,2020-10-29 14:47:54,,0 days 00:20:59.000000000,2020-10-29 15:08:53,,1259,91,POINT (4.8802333 52.3650864),4.8802333,52.3650864,POINT (4.8865835 52.3702869),4.8865835,52.3702869
946,2311101523,46488203,2020-10-29 14:47:54,,0 days 01:20:05.000000000,2020-10-29 16:07:59,,4805,946,POINT (4.8705375 52.3667295),4.8705375,52.3667295,POINT (4.85352 52.3945574),4.85352,52.3945574
219,46345192,46344934,2020-10-29 14:47:59,,0 days 00:47:34.000000000,2020-10-29 15:35:33,,2854,219,POINT (4.8562988 52.3622038),4.8562988,52.3622038,POINT (4.879663 52.3621213),4.879663,52.3621213
621,2306442648,46406235,2020-10-29 14:48:00,,0 days 00:42:01.000000000,2020-10-29 15:30:01,,2521,621,POINT (4.8640173 52.3753475),4.8640173,52.3753475,POINT (4.8318223 52.3756973),4.8318223,52.3756973
874,46323175,1693234556,2020-10-29 14:48:11,,0 days 01:31:19.000000000,2020-10-29 16:19:30,,5479,874,POINT (4.8780086 52.357285),4.8780086,52.357285,POINT (4.9184131 52.3766999),4.9184131,52.3766999
909,46490961,46357493,2020-10-29 14:48:12,,0 days 01:13:46.000000000,2020-10-29 16:01:58,,4426,909,POINT (4.8783166 52.3954954),4.8783166,52.3954954,POINT (4.8752266 52.3653035),4.8752266,52.3653035
386,1751290590,46351557,2020-10-29 14:48:16,,0 days 01:07:30.000000000,2020-10-29 15:55:46,,4050,386,POINT (4.8175313 52.3800071),4.8175313,52.3800071,POINT (4.8559423 52.363745),4.8559423,52.363745
760,7223470225,46351122,2020-10-29 14:48:25,,0 days 01:16:02.000000000,2020-10-29 16:04:27,,4562,760,POINT (4.9202675 52.3630182),4.9202675,52.3630182,POINT (4.8692546 52.3636625),4.8692546,52.3636625
555,46514542,7230046371,2020-10-29 14:48:27,,0 days 01:17:11.000000000,2020-10-29 16:05:38,,4631,555,POINT (4.8437495 52.4037668),4.8437495,52.4037668,POINT (4.8365964 52.3697602),4.8365964,52.3697602
762,1511600045,46478084,2020-10-29 14:48:42,,0 days 02:14:50.000000000,2020-10-29 17:03:32,,8090,762,POINT (4.9660928 52.3698676),4.9660928,52.3698676,POINT (4.8717131 52.3918239),4.8717131,52.3918239
49,46295562,2300133147,2020-10-29 14:48:44,,0 days 00:47:17.000000000,2020-10-29 15:36:01,,2837,49,POINT (4.8867911 52.3509102),4.8867911,52.3509102,POINT (4.8704766 52.3702545),4.8704766,52.3702545
365,1527945463,46384186,2020-10-29 14:48:44,,0 days 01:34:43.000000000,2020-10-29 16:23:27,,5683,365,POINT (4.9124125 52.3346514),4.9124125,52.3346514,POINT (4.8768959 52.3711489),4.8768959,52.3711489
359,46367002,46369106,2020-10-29 14:48:44,,0 days 01:17:24.000000000,2020-10-29 16:06:08,,4644,359,POINT (4.8676155 52.3675364),4.8676155,52.3675364,POINT (4.9132223 52.3680398),4.9132223,52.3680398
84,46306163,46435511,2020-10-29 14:48:48,,0 days 01:41:40.000000000,2020-10-29 16:30:28,,6100,84,POINT (4.8996447 52.3534023),4.8996447,52.3534023,POINT (4.8489639 52.3818373),4.8489639,52.3818373
187,46387274,46405798,2020-10-29 14:48:48,,0 days 00:32:04.000000000,2020-10-29 15:20:52,,1924,187,POINT (4.8624003 52.3718241),4.8624003,52.3718241,POINT (4.8806129 52.3757056),4.8806129,52.3757056
233,46336500,46326345,2020-10-29 14:48:48,,0 days 00:39:17.000000000,2020-10-29 15:28:05,,2357,233,POINT (4.8571559 52.3602452),4.8571559,52.3602452,POINT (4.8755488 52.3579993),4.8755488,52.3579993
682,46404533,2020569181,2020-10-29 14:48:49,,0 days 01:02:24.000000000,2020-10-29 15:51:13,,3744,682,POINT (4.8292362 52.375362),4.8292362,52.375362,POINT (4.8762174 52.3740386),4.8762174,52.3740386
318,46390036,2020614365,2020-10-29 14:48:50,,0 days 00:55:14.000000000,2020-10-29 15:44:04,,3314,318,POINT (4.9028622 52.3724092),4.9028622,52.3724092,POINT (4.8772117 52.3830495),4.8772117,52.3830495
428,46308817,46357364,2020-10-29 14:48:58,,0 days 00:43:49.000000000,2020-10-29 15:32:47,,2629,428,POINT (4.8633672 52.3540383),4.8633672,52.3540383,POINT (4.88066 52.36523),4.88066,52.36523
186,46439126,46405764,2020-10-29 14:49:01,,0 days 01:30:06.000000000,2020-10-29 16:19:07,,5406,186,POINT (4.8207845 52.3827019),4.8207845,52.3827019,POINT (4.8827109 52.3757143),4.8827109,52.3757143
37,46424043,46376216,2020-10-29 14:49:03,,0 days 00:56:30.000000000,2020-10-29 15:45:33,,3390,37,POINT (4.8738207 52.3795795),4.8738207,52.3795795,POINT (4.8379878 52.3695612),4.8379878,52.3695612
889,3187461411,5481400828,2020-10-29 14:49:05,,0 days 01:23:24.000000000,2020-10-29 16:12:29,,5004,889,POINT (4.8968672 52.3783375),4.8968672,52.3783375,POINT (4.8907684 52.3443127),4.8907684,52.3443127
422,46335638,46409183,2020-10-29 14:49:08,,0 days 01:15:01.000000000,2020-10-29 16:04:09,,4501,422,POINT (4.8285249 52.3599751),4.8285249,52.3599751,POINT (4.8727637 52.3763999),4.8727637,52.3763999
307,46426640,46285911,2020-10-29 14:49:18,,0 days 03:07:10.000000000,2020-10-29 17:56:28,,11230,307,POINT (4.9725441 52.3800248),4.9725441,52.3800248,POINT (4.8482632 52.3486268),4.8482632,52.3486268
141,26586128,946481606,2020-10-29 14:49:29,,0 days 00:36:39.000000000,2020-10-29 15:26:08,,2199,141,POINT (4.8781251 52.3762979),4.8781251,52.3762979,POINT (4.8565927 52.3748931),4.8565927,52.3748931
446,46390816,46402233,2020-10-29 14:49:39,,0 days 01:06:21.000000000,2020-10-29 15:56:00,,3981,446,POINT (4.9026583 52.3725298),4.9026583,52.3725298,POINT (4.8727486 52.3748255),4.8727486,52.3748255
88,46215284,46411806,2020-10-29 14:49:41,,0 days 01:45:32.000000000,2020-10-29 16:35:13,,6332,88,POINT (4.8728 52.33353),4.8728,52.33353,POINT (4.8923792 52.3769685),4.8923792,52.3769685
565,2020569119,46369368,2020-10-29 14:49:42,,0 days 00:12:38.000000000,2020-10-29 15:02:20,,758,565,POINT (4.8827968 52.3739261),4.8827968,52.3739261,POINT (4.8797423 52.3680835),4.8797423,52.3680835
804,46359166,46316327,2020-10-29 14:49:45,,0 days 00:51:57.000000000,2020-10-29 15:41:42,,3117,804,POINT (4.9020359 52.3657456),4.9020359,52.3657456,POINT (4.8863165 52.3557145),4.8863165,52.3557145
161,46393690,2306196663,2020-10-29 14:49:49,,0 days 01:02:00.000000000,2020-10-29 15:51:49,,3720,161,POINT (4.9024298 52.3731541),4.9024298,52.3731541,POINT (4.8776712 52.3786917),4.8776712,52.3786917
240,46314117,2297714226,2020-10-29 14:49:51,,0 days 01:39:45.000000000,2020-10-29 16:29:36,,5985,240,POINT (4.9324468 52.3550757),4.9324468,52.3550757,POINT (4.8703969 52.3709954),4.8703969,52.3709954
823,46187974,2311168475,2020-10-29 14:50:00,,0 days 01:33:30.000000000,2020-10-29 16:23:30,,5610,823,POINT (4.879486 52.3271305),4.879486,52.3271305,POINT (4.8784248 52.3689313),4.8784248,52.3689313
127,1978358495,1205690119,2020-10-29 14:50:05,,0 days 00:55:07.000000000,2020-10-29 15:45:12,,3307,127,POINT (4.8634578 52.3531623),4.8634578,52.3531623,POINT (4.8746977 52.3741962),4.8746977,52.3741962
99,3509181975,1587126027,2020-10-29 14:50:08,,0 days 02:17:11.000000000,2020-10-29 17:07:19,,8231,99,POINT (4.9049623 52.3984799),4.9049623,52.3984799,POINT (4.8751359 52.374151),4.8751359,52.374151
191,2309524252,46375508,2020-10-29 14:50:10,,0 days 00:11:03.000000000,2020-10-29 15:01:13,,663,191,POINT (4.8703123 52.3702697),4.8703123,52.3702697,POINT (4.8726773 52.3693686),4.8726773,52.3693686
622,1516813326,4921336521,2020-10-29 14:50:12,,0 days 02:11:09.000000000,2020-10-29 17:01:21,,7869,622,POINT (4.8004119 52.3707111),4.8004119,52.3707111,POINT (4.8930143 52.3843211),4.8930143,52.3843211
424,46444335,46426685,2020-10-29 14:50:18,,0 days 01:20:49.000000000,2020-10-29 16:11:07,,4849,424,POINT (4.8363909 52.3838543),4.8363909,52.3838543,POINT (4.8947177 52.3801599),4.8947177,52.3801599
954,6459218317,46368850,2020-10-29 14:50:19,,0 days 01:11:10.000000000,2020-10-29 16:01:29,,4270,954,POINT (4.8555171 52.3921529),4.8555171,52.3921529,POINT (4.8653156 52.3678985),4.8653156,52.3678985
78,46388158,6316199,2020-10-29 14:50:31,,0 days 00:54:00.000000000,2020-10-29 15:44:31,,3240,78,POINT (4.9055342 52.3720904),4.9055342,52.3720904,POINT (4.8883961 52.3701725),4.8883961,52.3701725
612,1651395368,46406646,2020-10-29 14:50:45,,0 days 00:57:33.000000000,2020-10-29 15:48:18,,3453,612,POINT (4.872599 52.3935306),4.872599,52.3935306,POINT (4.8805061 52.3758879),4.8805061,52.3758879
653,46353511,46331712,2020-10-29 14:50:45,,0 days 00:33:05.000000000,2020-10-29 15:23:50,,1985,653,POINT (4.8443007 52.3641206),4.8443007,52.3641206,POINT (4.8213679 52.3591271),4.8213679,52.3591271
849,46372409,46437613,2020-10-29 14:50:49,,0 days 00:59:57.000000000,2020-10-29 15:50:46,,3597,849,POINT (4.8798785 52.3687579),4.8798785,52.3687579,POINT (4.85396 52.3824),4.85396,52.3824
